Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic;Keywords
1411;Portugal;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1427;Portugal;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1077;Portugal;288;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1135;Portugal;288;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1427;Portugal;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1185;Portugal;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
955;Lithuania;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
36;Portugal;288;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1292;Italy;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1402;Portugal;288;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1402;Portugal;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
72;Portugal;288;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
840;Italy;288;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
913;Ireland;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1271;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
91;Lithuania;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1229;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
876;Italy;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
967;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
972;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
972;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1352;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
378;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1338;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1150;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1351;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1351;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1256;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
986;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1179;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
986;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
986;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
986;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
986;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1146;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1132;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1288;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1126;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1420;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1353;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1135;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1322;Italy;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1308;Italy;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1289;Italy;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1291;Italy;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1402;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1402;Portugal;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
72;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
72;Portugal;289;0;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
840;Italy;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
840;Italy;289;1;Advanced;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1339;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1271;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
81;Lithuania;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1091;Lithuania;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
91;Lithuania;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1311;Italy;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1229;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1252;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1352;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
378;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1338;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1150;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1351;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1351;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
898;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
473;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1179;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
986;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
986;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1375;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1277;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1135;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1353;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1077;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1334;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1427;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1135;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1135;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1427;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1411;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1288;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1428;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
955;Lithuania;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
36;Portugal;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1322;Italy;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1305;Italy;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1289;Italy;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
1292;Italy;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
72;Portugal;290;0;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
840;Italy;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
840;Italy;290;1;Advanced;Linear Algebra;Linear Transformations;Linear application,Linearity
956;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
913;Ireland;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
91;Lithuania;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1319;Italy;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1229;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
876;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
876;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1076;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
168;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
167;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
972;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
972;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1517;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
465;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
378;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1093;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1219;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1219;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1219;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1219;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1219;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1219;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
556;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1135;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1146;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1171;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
898;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
890;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1350;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
890;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1080;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
473;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1087;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
966;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
966;Portugal;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1077;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
403;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
899;Lithuania;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
899;Lithuania;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1220;Slovenia;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
884;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
884;Italy;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
884;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1428;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
955;Lithuania;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1324;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1322;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1284;Italy;291;0;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1095;Portugal;291;1;Basic;Linear Algebra;Linear Transformations;Kernel,Isomorphism,Injective linear application,Range
1271;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1271;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1091;Lithuania;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
168;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
168;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
168;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
168;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1352;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1517;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
378;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1093;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1351;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
473;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
986;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1179;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
986;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
986;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1375;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1132;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1277;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1135;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1288;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1411;Portugal;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1077;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
955;Lithuania;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
36;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1308;Italy;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1308;Italy;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1305;Italy;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1289;Italy;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1292;Italy;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1291;Italy;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
72;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
72;Portugal;292;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
840;Italy;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
840;Italy;292;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel,Isomorphism
1271;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1091;Lithuania;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
91;Lithuania;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1311;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1229;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
876;Italy;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
967;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
972;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1082;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1517;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1517;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1517;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1517;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1338;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1150;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1351;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1256;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
898;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
394;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1375;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1146;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1132;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1126;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1420;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1427;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1353;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1077;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1427;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1135;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1135;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1322;Italy;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1305;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1292;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1402;Portugal;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1402;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
72;Portugal;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
840;Italy;293;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
840;Italy;293;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
913;Ireland;294;0;Basic;Probability ;Probability ;Event,Axioms of probability,Sample space
71;Portugal;294;0;Basic;Probability ;Probability ;Event,Axioms of probability,Sample space
448;Portugal;294;0;Basic;Probability ;Probability ;Event,Axioms of probability,Sample space
451;Portugal;294;1;Basic;Probability ;Probability ;Event,Axioms of probability,Sample space
1481;Portugal;294;0;Basic;Probability ;Probability ;Event,Axioms of probability,Sample space
340;Portugal;295;0;Basic;Probability ;Probability ;Sample space,Addition, multiplication, and total probability rules,Event,Axioms of probability
1525;Portugal;295;0;Basic;Probability ;Probability ;Sample space,Addition, multiplication, and total probability rules,Event,Axioms of probability
448;Portugal;295;0;Basic;Probability ;Probability ;Sample space,Addition, multiplication, and total probability rules,Event,Axioms of probability
956;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1143;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
913;Ireland;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1091;Lithuania;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1229;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
876;Italy;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1076;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
168;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
167;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
510;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1252;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
465;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1081;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1182;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1253;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1256;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1219;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1219;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1334;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
890;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1109;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
890;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1173;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1146;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1279;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1281;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
966;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
966;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
966;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
966;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
966;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1195;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
890;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
359;Portugal;296;0;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
468;Portugal;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1220;Slovenia;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1220;Slovenia;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1220;Slovenia;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1220;Slovenia;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1220;Slovenia;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
1220;Slovenia;296;1;Basic;Linear Algebra;Linear Transformations;Linear application,Linearity
